Date,Open,High,Low,Close,Adj Close,Volume
2019-09-09,48.599998,50.299999,47.580002,49.790001,48.504715,78280600
2019-09-16,49.400002,49.439999,47.759998,48.419998,47.170074,95729600
2019-09-23,48.189999,48.580002,46.779999,47.660000,46.429695,67531300
2019-09-30,47.650002,48.880001,44.220001,46.590000,45.387318,98747200
2019-10-07,46.299999,48.919998,45.320000,48.639999,47.384399,76681600
2019-10-14,48.200001,48.290001,46.020000,46.029999,44.841774,81217700
2019-10-21,46.419998,48.560001,46.259998,48.560001,47.306465,77445000
2019-10-28,48.650002,48.799999,46.860001,48.439999,47.189560,78264900
2019-11-04,49.080002,50.529999,48.810001,49.180000,47.910458,98453400
2019-11-11,48.439999,48.490002,46.959999,47.000000,45.786736,64554300
2019-11-18,47.720001,50.029999,47.480000,50.029999,48.738514,73190600
2019-11-25,50.540001,51.500000,49.689999,49.980000,48.689808,90897300
2019-12-02,50.150002,51.689999,50.110001,51.349998,50.024441,69933800
2019-12-09,52.250000,54.000000,50.900002,53.759998,52.372227,102152400
2019-12-16,54.500000,54.990002,52.599998,54.790001,53.375641,118109000
2019-12-23,54.900002,55.000000,53.419998,53.599998,52.216358,44556100
2019-12-30,53.650002,54.500000,53.200001,53.930000,53.930000,46722600
2020-01-06,53.799999,54.369999,53.049999,53.360001,53.360001,88179900
2020-01-13,53.639999,57.090000,53.509998,57.000000,57.000000,126412900
2020-01-20,57.000000,57.360001,53.689999,53.799999,53.799999,102226200
2020-01-27,51.660000,52.090000,49.799999,50.270000,50.270000,138220500
2020-02-03,50.500000,53.919998,49.799999,52.099998,52.099998,103821800
2020-02-10,51.900002,53.380001,49.919998,51.000000,51.000000,124347000
2020-02-17,51.709999,53.490002,49.799999,50.130001,50.130001,111697000
2020-02-24,50.130001,50.130001,43.200001,44.310001,44.310001,122570900
2020-03-02,44.880001,49.090000,43.650002,44.610001,44.610001,201061800
2020-03-09,40.450001,45.340000,32.450001,42.900002,42.900002,302189700
2020-03-16,36.009998,43.570000,34.709999,35.189999,35.189999,274636500
2020-03-23,35.549999,42.410000,33.369999,40.099998,40.099998,185651700
2020-03-30,40.919998,44.570000,39.759998,40.500000,40.500000,173651000
2020-04-06,42.599998,45.500000,41.970001,43.279999,43.279999,125503500
2020-04-13,43.200001,46.000000,42.040001,44.000000,44.000000,123636600
2020-04-20,43.259998,44.689999,41.830002,43.759998,43.759998,134081300
2020-04-27,44.459999,47.380001,43.480000,44.860001,44.860001,110188400
2020-05-04,43.700001,48.959999,43.400002,48.849998,48.849998,138784700
2020-05-11,48.209999,49.299999,46.939999,48.049999,48.049999,151459000
2020-05-18,50.340000,53.669998,49.900002,50.270000,50.270000,162391000
2020-05-25,51.410000,53.000000,48.779999,53.000000,53.000000,198189100
2020-06-01,52.820000,56.700001,52.500000,54.610001,54.610001,161777000
2020-06-08,54.980000,55.650002,51.980000,53.400002,53.400002,102861500
2020-06-15,52.500000,56.599998,52.130001,55.169998,55.169998,148444900
2020-06-22,55.000000,56.950001,54.430000,55.619999,55.619999,90028100
2020-06-29,55.439999,56.540001,54.049999,55.259998,55.259998,103896000
2020-07-06,56.090000,57.720001,55.590000,56.970001,56.970001,104312600
2020-07-13,57.730000,62.930000,57.650002,61.040001,61.040001,152532600
2020-07-20,61.119999,61.490002,57.820000,58.599998,58.599998,105015800
2020-07-27,59.099998,62.950001,58.980000,60.709999,60.709999,144848400
2020-08-03,61.860001,62.900002,59.360001,60.450001,60.450001,306341700
2020-08-10,60.700001,62.820000,60.110001,61.349998,61.349998,125547100
2020-08-17,61.779999,63.880001,61.150002,62.200001,62.200001,151639300
2020-08-24,62.939999,63.130001,60.330002,61.099998,61.099998,98654300
2020-08-31,61.099998,62.340000,58.700001,60.490002,60.490002,139829000
2020-09-07,60.490002,60.490002,58.320000,58.529999,58.529999,50576900
2020-09-11,60.049999,62.299999,59.840000,61.950001,61.950001,45825300
