Date,Open,High,Low,Close,Adj Close,Volume
2019-09-12,45.882599,46.202400,44.763000,44.803001,40.155819,3527139
2019-09-13,44.853001,45.382801,43.003700,43.433498,38.928368,2583381
2019-09-16,43.493500,44.533100,42.523800,43.863300,39.313587,3608670
2019-09-17,43.653400,44.453098,42.993698,44.453098,39.842209,3098476
2019-09-18,44.353100,44.383099,43.143600,43.583401,39.062721,3124887
2019-09-19,43.823299,44.423100,41.244301,42.533798,38.121986,5194072
2019-09-20,41.034401,41.884102,40.054798,40.074799,35.918049,10020006
2019-09-23,40.284698,40.864498,39.654900,40.674500,36.455547,3415397
2019-09-24,41.184299,41.264301,39.494999,39.525002,35.425278,3591064
2019-09-25,39.295101,39.724899,38.445400,39.724899,35.604443,3956102
2019-09-26,39.954800,40.714500,39.505001,39.884800,35.747757,4753005
2019-09-27,39.934799,40.604599,39.384998,40.174702,36.007587,3043656
2019-09-30,40.384701,40.544601,39.684898,40.134701,35.971737,2754246
2019-10-01,39.984798,40.074799,39.155102,39.285099,35.210258,2201236
2019-10-02,38.815300,38.885201,37.485802,37.535702,33.642319,6395529
2019-10-03,37.485802,38.285400,37.035900,38.185501,34.224716,3141793
2019-10-04,38.325401,38.945202,37.835602,38.835201,34.807030,2643003
2019-10-07,38.255501,38.605301,35.586498,35.766399,32.056534,5132649
2019-10-08,36.196201,37.835602,35.876400,35.966301,32.235703,6145134
2019-10-09,36.586102,36.956001,35.466499,35.526501,31.841520,3618174
2019-10-10,36.286201,37.175900,34.996700,35.286598,31.626503,5031811
2019-10-11,35.746399,35.826401,34.696800,34.786800,31.178545,5611131
2019-10-14,34.586899,35.206600,34.257000,34.327000,30.766438,3818150
2019-10-15,34.506901,35.476501,34.277000,34.846802,31.232325,5564913
2019-10-16,34.806801,36.686100,34.406898,36.356201,32.585159,6616813
2019-10-17,36.905998,37.085899,35.706402,36.346199,32.576195,6489865
2019-10-18,36.586102,38.385399,36.406200,38.175499,34.215752,8490225
2019-10-21,38.325401,38.745300,37.595699,38.135502,34.179905,6903522
2019-10-22,37.985600,38.735298,37.225899,37.535702,33.642319,4995797
2019-10-23,37.585701,37.855598,36.506100,37.495800,33.606556,4953481
2019-10-24,37.565701,37.895599,36.756001,37.325802,33.454189,3325963
2019-10-25,37.395802,37.515701,36.875999,37.425800,33.543819,2347291
2019-10-28,37.285801,38.285400,36.626099,38.285400,34.314255,3915687
2019-10-29,38.565300,38.755299,37.315800,37.705700,33.794685,4363157
2019-10-30,37.585701,38.915199,37.235901,38.895199,34.860802,3495627
2019-10-31,38.555302,39.974800,38.295399,39.544998,35.443199,6096315
2019-11-01,40.094799,41.134399,39.424999,39.714901,35.595482,6293390
2019-11-04,40.334702,40.834499,39.664902,40.274700,36.097214,2814669
2019-11-05,42.493900,43.033600,39.664902,39.974800,35.828423,8625676
2019-11-06,40.284698,41.084400,39.305099,40.484600,36.285343,5819810
2019-11-07,40.484600,41.034401,40.054798,40.184700,36.016548,4552229
2019-11-08,39.744900,40.084801,37.945599,38.205502,34.242641,4992796
2019-11-11,38.415401,38.835201,37.905602,38.835201,34.807030,3040054
2019-11-12,38.985199,39.135101,36.785999,36.995899,33.158504,6824992
2019-11-13,36.956001,36.956001,35.696400,36.336201,32.567234,6247673
2019-11-14,36.436199,36.646099,35.556499,35.786400,32.074459,4141073
2019-11-18,36.180000,36.330002,35.520000,35.700001,31.997023,4050500
2019-11-19,36.150002,36.150002,34.630001,34.900002,31.280006,3933900
2019-11-21,34.849998,35.700001,34.590000,35.400002,31.728144,4567000
2019-11-22,35.450001,35.650002,35.020000,35.459999,31.781916,2709000
2019-11-25,35.470001,35.470001,34.830002,34.889999,31.271042,2476600
2019-11-26,34.759998,34.770000,34.250000,34.680000,31.082825,4633300
2019-11-27,34.400002,34.860001,34.139999,34.630001,31.038010,2633000
2019-11-28,34.459999,35.000000,34.250000,34.590000,31.002159,1668500
2019-11-29,34.580002,35.049999,34.470001,34.830002,31.217266,2478800
2019-12-02,35.150002,35.360001,34.650002,35.169998,31.521997,2566700
2019-12-03,35.180000,35.700001,35.049999,35.450001,31.772955,3181700
2019-12-04,35.650002,35.779999,35.299999,35.650002,31.952211,2974600
2019-12-05,35.650002,35.849998,35.419998,35.650002,31.952211,3501000
2019-12-06,35.700001,36.419998,35.700001,35.820000,32.104576,5843600
2019-12-09,35.849998,36.080002,35.660000,35.770000,32.059765,2948600
2019-12-10,35.759998,36.049999,35.509998,35.790001,32.077690,2255200
2019-12-11,35.849998,36.099998,35.660000,36.070000,32.328644,3421700
2019-12-12,36.110001,36.290001,35.840000,36.180000,32.427238,4470400
2019-12-13,36.200001,36.340000,35.860001,35.959999,32.230057,4924600
2019-12-16,35.939999,36.500000,35.770000,36.250000,32.489975,13258600
2019-12-17,36.200001,36.490002,35.509998,35.930000,32.203171,4002400
2019-12-18,35.410000,35.450001,34.169998,35.389999,31.719179,8080500
2019-12-19,35.389999,35.900002,34.959999,35.869999,32.149387,4659700
2019-12-20,35.869999,36.020000,35.290001,35.980000,32.247982,4797100
2019-12-23,35.980000,38.500000,35.880001,38.500000,34.506596,6152800
2019-12-26,38.369999,38.369999,37.490002,37.900002,33.968830,4782000
2019-12-27,38.080002,38.200001,37.150002,37.740002,33.825428,2727300
2019-12-30,37.740002,38.070000,37.439999,37.799999,33.879200,2236700
2020-01-02,37.900002,38.290001,37.349998,38.180000,34.219788,4116400
2020-01-03,37.700001,37.770000,37.169998,37.599998,33.699944,3407300
2020-01-06,37.369999,38.180000,36.799999,37.779999,33.861275,3541700
2020-01-07,37.619999,38.849998,37.209999,38.750000,34.730663,4981700
2020-01-08,38.700001,39.490002,38.200001,39.310001,35.232578,5277300
2020-01-09,39.310001,39.720001,39.080002,39.349998,35.268429,4357400
2020-01-10,39.299999,40.400002,39.160000,40.099998,35.940632,5752200
2020-01-13,40.099998,40.599998,39.849998,40.200001,36.030266,3047700
2020-01-14,40.049999,40.400002,38.200001,39.500000,35.402870,6804100
2020-01-15,39.500000,39.759998,39.040001,39.320000,35.241543,3868700
2020-01-16,39.580002,40.270000,39.490002,40.200001,36.030266,5834700
2020-01-17,40.349998,40.740002,40.130001,40.250000,36.075077,2418700
2020-01-20,40.240002,40.700001,39.810001,40.349998,36.164700,2342300
2020-01-21,40.340000,40.340000,39.310001,39.570000,35.465611,2143400
2020-01-22,42.000000,42.470001,40.540001,41.779999,37.446377,8592700
2020-01-23,40.880001,41.720001,40.349998,41.509998,37.204384,6489200
2020-01-24,41.509998,41.669998,40.750000,40.750000,36.523212,2206800
2020-01-27,40.480000,40.480000,38.150002,38.549999,34.551407,8316600
2020-01-28,39.020000,40.730000,38.900002,40.299999,36.119888,5629400
2020-01-29,40.860001,41.270000,39.610001,40.520000,36.317070,4789300
2020-01-30,40.000000,40.270000,38.689999,39.669998,35.555233,4157500
2020-01-31,39.450001,39.680000,38.709999,39.220001,35.151913,3564000
2020-02-03,39.119999,39.380001,38.150002,38.869999,34.838215,4096500
2020-02-04,39.259998,39.680000,38.480000,38.619999,34.614147,3231400
2020-02-05,39.310001,39.779999,38.000000,38.000000,34.058456,5175100
2020-02-06,38.610001,38.770000,36.000000,36.290001,32.525826,8089400
2020-02-07,36.150002,36.599998,35.610001,35.669998,31.970133,4486500
2020-02-10,35.849998,36.099998,34.200001,34.320000,30.760164,5696800
2020-02-11,34.799999,35.150002,34.020000,34.810001,31.199339,4220500
2020-02-12,36.139999,36.340000,34.400002,35.419998,31.746065,10149000
2020-02-13,34.700001,35.580002,34.459999,35.259998,31.602661,3264700
2020-02-14,35.799999,36.349998,35.049999,35.990002,32.256947,5399800
2020-02-17,36.240002,36.419998,35.950001,36.150002,32.400352,2063700
2020-02-18,36.200001,38.470001,36.169998,38.299999,34.327339,5758400
2020-02-19,38.400002,39.480000,37.869999,39.200001,35.133987,6557800
2020-02-20,39.000000,39.009998,37.490002,38.200001,34.237713,4820400
2020-02-21,37.680000,37.950001,37.250000,37.660000,33.753723,3113800
2020-02-26,null,null,null,null,null,null
2020-02-27,33.820000,34.959999,33.400002,33.500000,30.025219,7363900
2020-02-28,33.500000,34.590000,32.110001,34.529999,30.948381,7925300
2020-03-02,34.840000,36.099998,34.610001,35.430000,31.755030,5173900
2020-03-03,35.439999,36.500000,34.180000,35.029999,31.396517,4519900
2020-03-04,35.529999,36.419998,35.009998,36.180000,32.427238,3519800
2020-03-05,35.630001,36.160000,34.310001,35.090000,31.450298,3714500
2020-03-06,33.509998,33.630001,31.559999,32.349998,28.994501,6892000
2020-03-09,29.510000,29.530001,27.170000,27.549999,24.692381,11203400
2020-03-10,29.500000,31.680000,27.980000,31.680000,28.393999,9721900
2020-03-11,31.680000,32.360001,27.030001,29.010000,26.000944,8402200
2020-03-12,23.719999,24.680000,21.160000,23.719999,21.259647,5693200
2020-03-13,27.500000,28.209999,24.010000,28.070000,25.158445,7505100
2020-03-16,22.990000,24.900000,22.000000,23.510000,21.071430,8611200
2020-03-17,24.299999,25.299999,23.200001,24.250000,21.734674,6865500
2020-03-18,22.000000,22.559999,18.420000,19.520000,17.495293,10974400
2020-03-19,18.850000,18.900000,16.750000,17.400000,15.595187,14766300
2020-03-20,18.410000,19.360001,16.260000,16.809999,15.066386,10423200
2020-03-23,16.750000,17.030001,14.800000,15.240000,13.659234,7447500
2020-03-24,16.500000,17.650000,16.030001,17.350000,15.550375,7489000
2020-03-25,17.100000,20.540001,17.080000,19.870001,17.808990,6887500
2020-03-26,19.299999,21.590000,19.150000,21.350000,19.135475,6551200
2020-03-27,19.879999,22.090000,19.879999,21.080000,18.893480,6541000
2020-03-30,22.000000,24.190001,22.000000,23.309999,20.892174,8952300
2020-03-31,23.950001,25.500000,23.150000,23.860001,21.385126,9218100
2020-04-01,22.530001,23.240000,21.670000,22.160000,19.861458,6128300
2020-04-02,22.610001,23.469999,21.930000,22.490000,20.157228,3393600
2020-04-03,22.660000,22.709999,20.420000,21.670000,19.422285,5846400
2020-04-06,23.000000,23.540001,21.440001,21.590000,19.350582,7650800
2020-04-07,23.150000,24.180000,22.290001,22.290001,19.977974,5837900
2020-04-08,22.490000,24.360001,21.799999,23.990000,21.501640,5346400
2020-04-09,24.190001,26.600000,24.139999,25.260000,22.639912,8535600
2020-04-13,25.030001,26.629999,24.299999,26.400000,23.661665,5330400
2020-04-14,26.920000,28.570000,26.920000,27.500000,24.647568,8127600
2020-04-15,26.780001,27.809999,26.129999,26.559999,23.805069,5569300
2020-04-16,27.330000,27.530001,25.820000,25.860001,23.177677,4712600
2020-04-17,26.700001,26.770000,25.740000,25.950001,23.258343,4611100
2020-04-20,25.440001,26.639999,24.250000,25.700001,23.034273,5728600
2020-04-22,25.680000,26.950001,25.510000,26.670000,23.903660,4433600
2020-04-23,27.000000,27.450001,24.309999,25.049999,22.451693,9100700
2020-04-24,24.540001,24.760000,20.280001,21.780001,19.520876,13517700
2020-04-27,22.709999,23.360001,21.900000,22.290001,19.977974,6392500
2020-04-28,23.650000,24.469999,23.160000,23.900000,21.420977,7496500
2020-04-29,24.350000,25.170000,23.709999,24.889999,22.308289,5933900
2020-04-30,24.209999,24.510000,23.559999,24.250000,21.734674,5607900
2020-05-04,23.059999,23.670000,22.129999,22.930000,21.994473,6112300
2020-05-05,23.350000,23.620001,22.610001,22.850000,21.917738,3706100
2020-05-06,23.000000,23.120001,21.930000,22.500000,21.582016,3774900
2020-05-07,22.799999,22.799999,21.190001,21.400000,20.526896,6682200
2020-05-08,21.860001,22.440001,21.650000,22.219999,21.313440,3967200
2020-05-11,21.770000,23.049999,21.540001,21.760000,20.872208,4432800
2020-05-12,22.299999,22.820000,20.650000,20.650000,19.807495,5571700
2020-05-13,20.990000,21.340000,19.540001,20.690001,19.845863,7772700
2020-05-14,20.299999,22.719999,19.900000,22.719999,21.793039,7671900
2020-05-15,22.280001,23.150000,21.620001,22.650000,21.725897,6636400
2020-05-18,23.510000,24.520000,23.070000,24.389999,23.394905,5473100
2020-05-19,24.450001,24.799999,23.690001,23.690001,22.723467,4159200
2020-05-20,23.660000,24.620001,23.430000,23.480000,22.522034,4609900
2020-05-21,23.530001,24.600000,23.250000,23.600000,22.637138,5776700
2020-05-22,23.139999,25.430000,22.840000,25.410000,24.373291,8869000
2020-05-25,26.600000,26.990000,26.000000,26.600000,25.514740,6887300
2020-05-26,27.100000,27.790001,26.809999,27.240000,26.128628,5496600
2020-05-27,27.559999,29.549999,27.469999,28.660000,27.490692,9246400
2020-05-28,28.590000,29.129999,27.969999,28.420000,27.260485,5290200
2020-05-29,28.440001,29.200001,27.650000,27.969999,26.828844,12956400
2020-06-01,28.629999,29.730000,28.209999,29.330000,28.133358,7678400
2020-06-02,29.730000,30.000000,29.230000,29.790001,28.574591,4991000
2020-06-03,30.150000,30.590000,29.219999,29.549999,28.344381,4114200
2020-06-04,29.430000,29.740000,28.910000,29.320000,28.123766,2777300
2020-06-05,30.000000,30.770000,29.540001,29.610001,28.401934,4904200
2020-06-08,29.809999,31.700001,29.809999,31.700001,30.406664,4364200
2020-06-09,30.799999,32.020000,30.059999,31.870001,30.569729,4848600
2020-06-10,32.310001,32.310001,30.090000,30.090000,28.862350,4109700
2020-06-12,29.000000,30.070000,28.670000,29.940001,28.718472,4952400
