Date,Open,High,Low,Close,Adj Close,Volume
2019-09-12,48.619999,49.770000,48.599998,49.689999,48.407291,39340500
2019-09-13,49.959999,50.299999,49.660000,49.790001,48.504715,22067600
2019-09-16,49.400002,49.439999,48.349998,48.590000,47.335690,26369500
2019-09-17,48.250000,49.150002,48.230000,48.900002,47.637688,14473900
2019-09-18,49.000000,49.000000,47.980000,48.400002,47.150597,15335300
2019-09-19,48.400002,48.580002,47.759998,48.320000,47.072659,15680000
2019-09-20,48.660000,48.740002,48.000000,48.419998,47.170074,23870900
2019-09-23,48.189999,48.580002,47.959999,48.099998,46.858337,11946300
2019-09-24,47.709999,47.880001,46.779999,46.930000,45.718540,15322500
2019-09-25,47.029999,48.020000,46.830002,47.860001,46.624535,14554600
2019-09-26,48.099998,48.279999,47.529999,47.860001,46.624535,12257300
2019-09-27,48.150002,48.349998,47.270000,47.660000,46.429695,13450600
2019-09-30,47.650002,48.040001,47.209999,47.750000,46.517372,12116600
2019-10-01,47.849998,48.880001,47.660000,47.709999,46.478405,16083800
2019-10-02,46.900002,46.900002,45.099998,45.099998,43.935780,24637800
2019-10-03,45.320000,45.810001,44.220001,45.439999,44.267002,24569900
2019-10-04,45.700001,46.790001,45.680000,46.590000,45.387318,21339100
2019-10-07,46.299999,46.980000,46.040001,46.040001,44.851517,12531500
2019-10-08,46.299999,46.369999,45.320000,45.320000,44.150101,14671300
2019-10-09,45.669998,46.040001,45.330002,45.669998,44.491066,9509400
2019-10-10,46.060001,47.450001,46.060001,47.240002,46.020538,15441700
2019-10-11,48.029999,48.919998,48.000000,48.639999,47.384399,24527700
2019-10-14,48.200001,48.250000,47.560001,47.990002,46.751179,11520400
2019-10-15,47.880001,48.290001,47.529999,47.910000,46.673244,14669700
2019-10-16,47.389999,47.520000,46.639999,46.799999,45.591896,24417100
2019-10-17,46.990002,47.049999,46.610001,46.709999,45.504219,14158400
2019-10-18,46.889999,47.180000,46.020000,46.029999,44.841774,16452100
2019-10-21,46.419998,47.209999,46.259998,47.209999,45.991310,13486800
2019-10-22,47.279999,47.540001,47.099998,47.299999,46.078987,15194800
2019-10-23,47.599998,47.830002,47.029999,47.110001,45.893894,12362800
2019-10-24,47.459999,47.570000,46.520000,46.750000,45.543186,14646600
2019-10-25,47.750000,48.560001,47.549999,48.560001,47.306465,21754000
2019-10-28,48.650002,48.799999,48.340000,48.700001,47.442852,10932200
2019-10-29,48.410000,48.799999,48.080002,48.650002,47.394142,10091200
2019-10-30,48.400002,48.619999,47.689999,48.590000,47.335690,15325200
2019-10-31,48.099998,48.480000,46.860001,47.200001,45.981571,21765000
2019-11-01,47.799999,48.700001,47.759998,48.439999,47.189560,20151300
2019-11-04,49.080002,49.820000,49.080002,49.820000,48.533939,20980000
2019-11-05,50.070000,50.279999,49.430000,49.869999,48.582645,15951200
2019-11-06,49.900002,49.970001,48.900002,49.689999,48.407291,14879300
2019-11-07,49.840000,50.529999,49.540001,50.110001,48.816452,26788900
2019-11-08,49.330002,49.549999,48.810001,49.180000,47.910458,19854000
2019-11-11,48.439999,48.439999,47.959999,48.130001,46.887566,20385800
2019-11-12,48.299999,48.490002,47.900002,47.900002,46.663502,13130500
2019-11-13,47.650002,48.060001,46.970001,47.119999,45.903633,16882100
2019-11-14,47.349998,47.580002,46.959999,47.000000,45.786736,14155900
2019-11-18,47.720001,48.049999,47.480000,47.610001,46.380989,16777800
2019-11-19,48.110001,48.490002,47.720001,48.169998,46.926529,13108100
2019-11-21,47.759998,48.419998,47.700001,48.419998,47.170074,15624200
2019-11-22,48.549999,50.029999,48.549999,50.029999,48.738514,27680500
2019-11-25,50.540001,51.180000,50.430000,50.860001,49.547092,24507100
2019-11-26,50.599998,51.500000,50.459999,51.220001,49.897800,32446500
2019-11-27,50.930000,51.200001,50.130001,50.580002,49.274323,13507600
2019-11-28,50.560001,50.880001,49.689999,50.369999,49.069740,10145300
2019-11-29,50.369999,50.470001,49.820000,49.980000,48.689808,10290800
2019-12-02,50.150002,51.689999,50.110001,51.340000,50.014702,23952200
2019-12-03,51.250000,51.259998,50.250000,50.419998,49.118446,13479700
2019-12-04,50.830002,51.029999,50.529999,50.919998,49.605541,9105800
2019-12-05,50.700001,51.080002,50.549999,50.950001,49.634769,9503500
2019-12-06,51.250000,51.689999,51.029999,51.349998,50.024441,13892600
2019-12-09,52.250000,52.490002,51.330002,51.439999,50.112118,19388300
2019-12-10,51.220001,51.430000,50.900002,51.200001,49.878315,13878600
2019-12-11,51.380001,52.049999,51.220001,51.830002,50.492054,15572100
2019-12-12,52.099998,53.060001,51.730000,52.950001,51.583141,25140900
2019-12-13,53.299999,54.000000,52.840000,53.759998,52.372227,28172500
2019-12-16,54.500000,54.669998,53.340000,53.340000,51.963074,21806800
2019-12-17,53.250000,53.709999,53.049999,53.419998,52.041004,13570300
2019-12-18,53.279999,53.540001,52.599998,53.470001,52.089718,22924500
2019-12-19,53.500000,54.240002,53.220001,54.000000,52.606033,17683200
2019-12-20,54.770000,54.990002,54.150002,54.790001,53.375641,42124200
2019-12-23,54.900002,54.980000,54.400002,54.580002,53.171062,10225700
2019-12-26,54.810001,55.000000,54.509998,54.790001,53.375641,20410000
2019-12-27,53.990002,54.000000,53.419998,53.599998,53.599998,13920400
2019-12-30,53.650002,53.860001,53.200001,53.299999,53.299999,11928100
2020-01-02,53.980000,54.439999,53.750000,54.330002,54.330002,17509700
2020-01-03,53.680000,54.500000,53.580002,53.930000,53.930000,17284800
2020-01-06,53.799999,53.799999,53.150002,53.610001,53.610001,32787800
2020-01-07,53.500000,54.189999,53.400002,54.000000,54.000000,16326400
2020-01-08,54.200001,54.369999,53.619999,54.009998,54.009998,15298500
2020-01-09,53.750000,53.869999,53.049999,53.299999,53.299999,14638000
2020-01-10,53.750000,53.869999,53.110001,53.360001,53.360001,9129200
2020-01-13,53.639999,55.639999,53.509998,55.299999,55.299999,27497400
2020-01-14,55.299999,56.349998,55.000000,55.639999,55.639999,27817000
